-77.0244253,38.8995029,"ATM : 751881434"
-77.0231832,38.8959581,"ATM : 751881436"
-77.0349358,38.9021892,"ATM : 751881439"
-77.0278345,38.9022005,"ATM : 751881442"
-77.0324088,38.902167,"ATM : 751881445"
-77.0264929,38.8950137,"ATM : 751881448"
-77.0299347,38.8986369,"ATM : 751881451"
-77.0234021,38.8942076,"ATM : 751881454"
-77.0098736,38.8975344,"ATM : 751881457"
-77.0277937,38.8968588,"ATM : 751881461"
-77.0289089,38.8956874,"ATM : 751881463"
-77.027224,38.8996366,"ATM : 751881466"
-77.0351182,38.9029521,"ATM : 751881469"
-77.0339631,38.9027974,"ATM : 751881472"
-77.0351367,38.9021736,"ATM : 751881483"
-77.0306156,38.8975873,"ATM : 751881488"
-77.0388095,38.9040481,"ATM : 751881491"
-77.0207662,38.8971572,"ATM : 751881494"
-77.0212298,38.8937486,"ATM : 751881497"
-77.0292605,38.8978408,"ATM : 751881502"
-77.0302287,38.9011067,"ATM : 751881505"
-77.0262013,38.9906615,"Adams National Bank"
-77.0263574,38.9933099,"Chevy Chase"
-77.0399253,38.8986346,"ATM : 801383799"
-77.074159,39.0318199,"ATM : 803057146"
-77.0506652,38.896523,"ATM : 804627426"
-77.0473791,38.894593,"ATM : 804638488"
-77.042948,38.9053617,"ATM : 804650132"
-77.0420875,38.9022302,"ATM : 804650525"
-77.0431273,38.9022652,"ATM : 804650743"
-77.0678216,38.9163376,"ATM : 806602461"
-77.0632984,38.9077985,"ATM : 806614148"
-76.9947534,38.9004062,"ATM : 807172880"
-77.0766321,38.9661341,"ATM : 809010442"
-77.018707,38.903577,"Wells Fargo Bank"
-77.0273845,38.9171622,"ATM : 810769189"
-77.0437703,38.9216087,"ATM : 814339724"
-77.072104,39.0795271,"ATM : 818381045"
-77.0751997,39.1021756,"ATM : 818384358"
-77.0753259,39.1040483,"ATM : 818384381"
-77.0727665,38.9219571,"ATM : 839604484"
-77.0023233,39.0772362,"ATM : 840921528"
-77.0017751,39.074398,"ATM : 840921653"
-77.0276989,38.9680982,"ATM : 850206720"
-77.077529,38.9446141,"ATM : 867713268"
-76.9399597,38.9645958,"ATM : 872664716"
-76.9389014,38.9641749,"ATM : 872665193"
-77.0866052,38.9620093,"ATM : 918600765"
-77.0880541,38.9636674,"ATM : 918724700"
-77.0872495,38.9632879,"ATM : 918769790"
-77.0424968,38.8522487,"ATM : 929738563"
-76.993335,38.9063406,"PNC"
-77.070264,38.894856,"ATM : 945270828"
-77.0431222,38.8558436,"ATM : 993824455"
-77.0582331,38.9362227,"ATM : 1066788208"
-76.9380859,38.9807313,"Bank of America"
-77.0055657,38.9071565,"TD Bank"
-77.0747834,38.9100659,"ATM : 1218539034"
-76.8226573,38.9554431,"ATM : 1297370480"
-77.0256615,38.9969322,"ATM : 1343329329"
-77.0437951,38.8048624,"ATM : 1374133228"
-76.9876359,38.7128454,"ATM : 1596476651"
-76.7213905,39.10367,"ATM : 1669509410"
-77.0266028,38.9948967,"Capital One Bank"
-76.7568243,38.9851354,"ATM : 1681227305"
-76.9901886,39.0377441,"ATM : 1717082749"
-76.7735581,38.9058682,"ATM : 1751578501"
-76.7729111,38.9074078,"ATM : 1751654429"
-76.7744627,38.9091287,"ATM : 1751678831"
-76.7718717,38.9088041,"ATM : 1751678853"
-77.0236475,38.9074592,"ATM : 1784312020"
-77.0282436,38.986396,"ATM : 1786876254"
-77.0169286,38.7844537,"ATM : 1998961096"
-77.0563999,38.7418581,"Wells Fargo"
-77.0813165,38.7744508,"ATM : 2104666290"
-77.082207,38.7718411,"Bank of America"
-77.0570363,38.8207629,"ATM : 2106248355"
-77.0451678,38.8046716,"ATM : 2112767320"
-76.9789089,38.8049258,"ATM : 2123012583"
-76.9787265,38.8051098,"Bank of America"
-77.0619369,38.803009,"ATM : 2249725665"
-76.7383767,38.8108533,"ATM : 2256528564"
-77.006913,38.876261,"ATM : 2291861959"
-77.029934,38.901036,"ATM : 2316444749"
-76.8755861,38.8464772,"ATM : 2342895704"
-77.089159,38.89039,"ATM : 2358616681"
-76.9181846,38.9596335,"ATM : 2367810688"
-77.0829238,38.7550973,"ATM : 2406620489"
-77.0789869,38.8733559,"ATM : 2419012522"
-77.0789687,38.8734438,"ATM : 2419012525"
-76.813334,39.098702,"ATM : 2423158058"
-76.9378889,38.9865839,"ATM : 2467269151"
-76.9617069,38.956368,"ATM : 2467275675"
-76.9181257,38.6281977,"ATM : 2485929839"
-77.0899608,38.8283199,"ATM : 2493850040"
-77.012076,38.974505,"ATM : 2579869397"
-76.8599523,39.0890211,"ATM : 2584907760"
-77.0647783,38.9456809,"ATM : 2624314857"
-76.9818147,39.0484496,"ATM : 2679645172"
-76.966583,38.9850077,"ATM : 2700702259"
-76.9389101,38.9639931,"ATM : 2710384534"
